# ID             RA_final             Dec_final            Flux_deb_scuba2      Flux_errlo_deb_scuba2   Flux_errhi_deb_scuba2   RMS                   BMAJ                 BMIN                 SNR(peak)            Flux_final           Flux_final_errlo      Flux_final_errhi      OTHERNAMES                    
  AS2COS0016.1   150.10540493758418   2.3128202399151405   6.909429930301883    1.0603585664386337      0.7524733039357461      0.18476390846583718   0.80820220708836     0.7920761108400001   34.96147934294362    7.786604650912529    0.28774648130453423   0.3107104960312606    ""                            
  AS2COS0017.1   150.20802748794358   2.3831411370730153   7.819339103108612    1.0986907678698712      0.8259511806907414      0.18522754594755295   0.8078680634497201   0.7922256588936      35.357235363599614   7.536355755442931    0.2769193380085751    0.29888400172248514   ""                            
  AS2COS0018.1   150.14322706654693   2.356023721046525    6.93125658441622     1.0681715817065065      0.7710872356988459      0.22145833779570936   0.8114428520204401   0.7937082648277201   20.551975729687722   4.788843068358937    0.2782324539935219    0.3148139197897901    ""                            
  AS2COS0019.1   150.1583987616768    2.139550252980875    9.757416016074766    1.1818632814342322      0.94981839033988        0.18930687022387982   0.80518311262116     0.7901662588120799   46.21973125268704    9.983271227634239    0.2940349340246954    0.3124393383834611    ""                            
  AS2COS0020.1   150.04227545255844   2.2263466218938963   8.508659495119327    1.2283143552305429      0.8671999527995453      0.19231663447288047   0.80786842107768     0.78855723142632     43.35142059641039    9.480963486428807    0.2952059706995676    0.3148102808923118    COSLA-23N                     
  AS2COS0021.1   150.100638037218     2.334827002834122    6.595944559156556    1.1274673397849515      0.7373967884186738      0.18629119453540977   0.8076903820038001   0.78853899240504     32.685414514375616   6.594283214156663    0.24485925164678413   0.26450227484558153   AzTECC114                     
  AS2COS0023.1   149.92856947127063   2.493942598825736    14.202424305967357   1.7314824183526856      1.3285695018947834      0.19300656924678306   0.80694490671144     0.7888372540473599   68.86064557988824    15.836915295796539   0.34074415001891584   0.3560662621315734    AzTECC5_AzTEC1                
  AS2COS0024.1   150.1326541647874    2.2118414207256922   8.617838512948934    1.3047473409330905      0.920114229037317       0.17840488767980536   0.8044248819351599   0.79214704036704     41.7854344647752     8.369819812022628    0.27353428734163643   0.29266336458861986   ""                            
  AS2COS0025.1   150.1635190068161    2.3725196164968874   6.573542254428505    1.039244317858281       0.7526862440021516      0.1843355548884542    0.80807214975372     0.78828448057164     28.87349258950331    6.929520929822962    0.2894015214693225    0.31577751300934254   ""                            
  AS2COS0027.1   150.7504218546846    2.412943832476003    14.61946813967923    1.7838068001753378      1.4090071878433168      0.18030931041236276   0.8077661395074001   0.7922753095626001   41.60309067843077    10.132787270193267   0.33524020177288555   0.3589946613288032    ""                            
  AS2COS0027.2   150.75111721794661   2.412464101546518    14.61946813967923    1.7838068001753378      1.4090071878433168      0.18030931041236276   0.8077661395074001   0.7922753095626001   13.518115994918366   3.3268808630118087   0.28338700457103744   0.3013728206944351    ""                            
  AS2COS0027.3   150.75214218853753   2.4140253279793287   14.61946813967923    1.7838068001753378      1.4090071878433168      0.18030931041236276   0.8077661395074001   0.7922753095626001   7.36757643326807     1.927804773727316    0.32852660659024285   0.3529554092776496    ""                            
  AS2COS0028.1   149.9972117527555    2.5780504619553377   12.524053034584774   1.5411007420834988      1.226829373990732       0.188634586475543     0.80466848611848     0.7914508581160801   59.85252099054294    13.514938112683241   0.3114643850747534    0.326514027158078     AzTECC2a_AzTEC8               
  AS2COS0028.2   149.9979479284834    2.57820567077295     12.524053034584774   1.5411007420834988      1.226829373990732       0.188634586475543     0.80466848611848     0.7914508581160801   10.390313555012895   1.9672405463664275   0.23928424239488755   0.24976571324403407   ""                            
  AS2COS0030.1   150.01994058633468   2.512589559697035    7.554112124342919    1.1782326828132001      0.8905172324617157      0.18809683140583006   0.8103790283201999   0.7875200510024399   21.595827796130866   10.465428472978      0.5879222354521282    0.6623394655157908    ""                            
  AS2COS0031.1   149.84585602056094   2.860418682177139    14.811892027177764   1.7620846488770567      1.5799151345568685      0.19858302714622245   0.81132972240456     0.7857306599616      52.55752783089742    18.09122293765571    0.4403096230471593    0.46283905520681673   ""                            
  AS2COS0032.1   150.05243268394386   2.2455874050597084   6.886286732669739    1.1863844736815308      0.8297650699923764      0.10984757264550797   0.8093518018722      0.7840841412546      34.51001464777198    6.418773108372996    0.23760130997629414   0.256598100747917     COSLA-38                      
  AS2COS0034.1   150.10445879217673   2.43536908709453     6.200346887576265    1.0545735090814476      0.7678925465280919      0.21771780229624493   0.81185901165        0.79330110549912     18.453709832694337   5.29038506735011     0.33370024891034245   0.3818751257450108    AzTECC30a                     
  AS2COS0034.2   150.10571580818203   2.434813439985114    6.200346887576265    1.0545735090814476      0.7678925465280919      0.21771780229624493   0.81185901165        0.79330110549912     13.184975089515024   3.7544012677754983   0.33172883584579926   0.35252245995090625   AzTECC30b                     
  AS2COS0035.1   150.04822934346555   2.2514455191766456   6.711712331047016    1.079813015876912       0.8165421741795527      0.18587470488862856   0.80855423212068     0.78790497779844     29.35161564714268    6.657672517039341    0.2710486705770411    0.29507499016551675   ""                            
  AS2COS0036.1   150.10616002040052   2.0143683641766774   9.554158559869078    1.463999449483321       1.0401264362580651      0.1937143820199142    0.8077140450478799   0.78882580995552     30.018476811495194   7.533247331228355    0.2955750133188374    0.3207445218017161    ""                            
  AS2COS0036.2   150.10629525351462   2.01381596811949     9.554158559869078    1.463999449483321       1.0401264362580651      0.1937143820199142    0.8077140450478799   0.78882580995552     8.767224919150342    2.4917322415572567   0.36206419252929467   0.3765587517759285    ""                            
  AS2COS0037.1   150.0752230043448    2.808445941221105    10.97807373999517    1.5363055987055123      1.2794806592407006      0.19796563066080858   0.8118190169334      0.78508168458948     55.61882955570746    12.819829152117071   0.30347281809079607   0.31855455553630596   AzTEC7                        
  AS2COS0038.1   150.43836979050778   1.8561258351311598   11.803233441971239   1.5180924151048352      1.2690218976224639      0.15745692017869375   0.9534683227539601   0.80110991001132     45.90209785938136    8.44985844330389     0.2510417486605441    0.26690076832299603   ""                            
  AS2COS0042.1   149.98898828515897   2.0531318082871515   9.916602694521398    1.564464839871258       1.1930545601035796      0.19247250763722212   0.80953192710864     0.7877331376073999   30.68530427856577    7.650592076581049    0.2930320192203641    0.3173415736094952    ""                            
  AS2COS0043.1   150.14034151670668   2.147148254753901    7.484164748862871    1.229591518711481       0.9761382557330416      0.18519495092714544   0.81146937608712     0.7866522669790801   38.56274182394448    8.533417803157135    0.2956165872116505    0.3176229168853545    ""                            
  AS2COS0043.2   150.13929600846976   2.1495101831660492   7.484164748862871    1.229591518711481       0.9761382557330416      0.18519495092714544   0.81146937608712     0.7866522669790801   5.154830818768855    1.6229354711894362   0.5160272994758208    0.5036179723173017    ""                            
  AS2COS0044.1   149.79305879562      2.815479260497013    13.453155753566778   1.9018527729297876      1.5890002662922758      0.19253053416284682   0.80684274435048     0.78336751461012     57.939718113510466   13.523389919241017   0.31425022354609683   0.3295668655711525    COSMOS08                      
  AS2COS0045.1   150.24689480412843   2.2886744948641065   7.714192344005876    1.2302772245014717      0.9806700007922098      0.19550638973822454   0.81149911880508     0.7865014672278      17.485796031685428   4.807052172318881    0.31549582926893943   0.3631664116073046    ""                            
  AS2COS0045.2   150.24718704001      2.2877530553767724   7.714192344005876    1.2302772245014717      0.9806700007922098      0.19550638973822454   0.81149911880508     0.7865014672278      11.688696946612541   2.8695936496090075   0.29936073476451663   0.3232146904246483    ""                            
  AS2COS0045.3   150.24697926586595   2.2862635436041208   7.714192344005876    1.2302772245014717      0.9806700007922098      0.19550638973822454   0.81149911880508     0.7865014672278      5.056872011785195    1.3851705421424811   0.4585324859397701    0.4473336011482697    ""                            
  AS2COS0048.1   150.28852617587324   2.3819341923043837   9.453905411974539    1.4852483706017479      1.2156535725696838      0.14444427902293278   0.79997485876092     0.78945291042336     21.716111734323956   4.057768115016261    0.2273966306405435    0.2561002601277531    ""                            
  AS2COS0048.2   150.28733036680185   2.3818486735987947   9.453905411974539    1.4852483706017479      1.2156535725696838      0.14444427902293278   0.79997485876092     0.78945291042336     12.826834201182395   3.1199766577490613   0.28752485400919525   0.30513451189839547   ""                            
  AS2COS0048.3   150.28807467965564   2.38142823155862     9.453905411974539    1.4852483706017479      1.2156535725696838      0.14444427902293278   0.79997485876092     0.78945291042336     6.629860061837961    3.7228562753738026   0.7252533207440748    0.7799681752617365    ""                            
  AS2COS0049.1   150.03668640121631   2.2179072848639207   7.041160744330243    1.206347676329524       1.0113412427945576      0.18984770535783274   0.81206804513916     0.78652000427256     28.599890841692808   6.456741393681556    0.2738398753959195    0.2992206488211156    ""                            
  AS2COS0050.1   149.9878580638212    2.1934596085527835   7.79864581559895     1.3704194382052766      1.1039963404959154      0.18719082120382308   0.8129841685293601   0.78594547510152     37.625507550529335   9.451347626196663    0.3349212258295307    0.36046860643949813   ""                            
  AS2COS0051.1   150.03726708675953   2.6696956963573166   9.27933858027268     1.439701786888448       1.1970936060761126      0.14530932747899805   0.7989204525948      0.78913801908504     53.35652667557496    9.232486632593574    0.22197392153490014   0.2331868029982722    AzTECC22a_AzTEC11S            
  AS2COS0051.2   150.03707878369698   2.669293982732702    9.27933858027268     1.439701786888448       1.1970936060761126      0.14530932747899805   0.7989204525948      0.78913801908504     22.507136341389064   3.3121125879441147   0.18182173949920433   0.20424635629726717   AzTECC22b_AzTEC11N            
  AS2COS0052.1   150.30096377653285   2.1480840812100874   8.46561360738686     1.3988071011575158      1.107252260086117       0.18900411420938948   0.8134265542032      0.7858008146286      29.449968946998045   6.940637384822434    0.28120556098125055   0.3060013472289853    ""                            
  AS2COS0053.1   150.17991143486103   2.0886440295867144   7.7888655956361434   1.3501526393724177      1.0671408054221283      0.193844043697442     0.81423878669748     0.78538763523096     35.49091105045439    7.704962777170475    0.2829650247459279    0.3053964123816849    AzTECC98_COSLA18              
  AS2COS0053.2   150.17930438172112   2.088011965669853    7.7888655956361434   1.3501526393724177      1.0671408054221283      0.193844043697442     0.81423878669748     0.78538763523096     5.848030745008949    1.0586738072488      0.2606292218669768    0.2776726036455105    ""                            
  AS2COS0054.1   149.6914049091282    2.72481195753922     12.421326273795959   1.7963402588937942      1.5803097535157296      0.20417643938247332   0.80855864286408     0.7825442552567999   44.08142354418431    12.401499190868426   0.38374414659293443   0.40905950366788135   COSMOS11                      
  AS2COS0055.1   150.32176947569457   1.7134929299651123   11.205408049440363   1.7375881235935928      1.4254308099936672      0.198784057139844     0.81424653530112     0.7860026955603601   50.37957007501612    12.051054220488108   0.31174252059108626   0.3287511070401596    ""                            
  AS2COS0055.2   150.32146802052569   1.714211849162699    11.205408049440363   1.7375881235935928      1.4254308099936672      0.198784057139844     0.81424653530112     0.7860026955603601   6.07326822158036     1.6966383342796811   0.37668577250984875   0.40764857807993715   ""                            
  AS2COS0055.3   150.32450161375408   1.714215282507379    11.205408049440363   1.7375881235935928      1.4254308099936672      0.198784057139844     0.81424653530112     0.7860026955603601   5.510711566283364    6.216885288829662    1.7443594225009895    1.7521904234495225    ""                            
  AS2COS0057.1   150.163369766498     2.681314718318197    8.678511896578197    1.4201281200946179      1.1556546599737683      0.19485689085235897   0.81400215625776     0.78514337539656     28.238955657885562   7.145697550600561    0.3076648191490699    0.3366548063023843    ""                            
  AS2COS0057.2   150.1631541579091    2.682194053722635    8.678511896578197    1.4201281200946179      1.1556546599737683      0.19485689085235897   0.81400215625776     0.78514337539656     7.761423021630312    1.2613428021693762   0.2042618425887252    0.21315682767558322   ""                            
  AS2COS0059.1   150.08623541627423   2.5890015562243414   8.681625330662037    1.4322021690552846      1.1664368688248885      0.18848495435349094   0.81464463472356     0.7846624851228      39.99193031834908    8.28763126343224     0.2837757581475605    0.30463789521086926   AzTEC3                        
  AS2COS0061.1   149.54489868042455   2.103188841887126    10.622147421482957   1.623267225824133       1.385049966849385       0.19068875130317112   0.813782274723       0.7856323122978001   41.05282697637547    11.863296041856122   0.39867529539557645   0.42740162372633045   ""                            
  AS2COS0062.1   150.05218727608607   2.0233959064475804   7.996931282000134    1.3603250348343838      1.0847206637796623      0.1939364304649824    0.8128988146782      0.78621900081624     26.295409803850845   8.697281480541255    0.4128656771148078    0.4561755880228738    AzTECC32                      
  AS2COS0062.2   150.05297514213692   2.0244763112764126   7.996931282000134    1.3603250348343838      1.0847206637796623      0.1939364304649824    0.8128988146782      0.78621900081624     6.086898468227895    1.0970773333178232   0.24248795155459033   0.2621237163151948    ""                            
  AS2COS0063.1   150.26628544567882   2.4135173697617427   6.695029405086342    1.2413931033833743      0.9710940264670063      0.18078606390040117   0.81481349468232     0.7848056554794      26.71114129255369    6.324344771925357    0.2931993969855656    0.32316338992763527   ""                            
  AS2COS0064.1   150.05612197178345   1.6179595271635516   10.36812424408196    1.6890058384660378      1.4464951585477603      0.19473260694268174   0.80710703134524     0.78313523530968     42.14976148106752    9.330485674783077    0.30057048375592293   0.32126908570940377   COSMOS14                      
  AS2COS0065.1   149.66785939716831   2.0874053727566397   9.79934208004262     1.5205390773876193      1.3386383168007718      0.19051448699381363   0.8078359365464399   0.78202533721932     56.31279903858439    12.621792283637022   0.2974422300223845    0.3121545536717199    AzTECC36                      
  AS2COS0065.2   149.66865454372996   2.088644933889361    9.79934208004262     1.5205390773876193      1.3386383168007718      0.19051448699381363   0.8078359365464399   0.78202533721932     4.801838794650576    0.6918901815312972   0.26615040088439346   0.24793874856227507   ""                            
  AS2COS0066.1   149.9440955662296    1.9541833193998273   9.687927786250679    1.624257388413671       1.3211374224003496      0.18298561757886025   0.80405652523032     0.79843068122868     58.65647155398201    13.314008830688687   0.30788792511928875   0.32281834489977435   ""                            
  AS2COS0067.1   150.5402142958639    2.60905150086676     11.029295623080436   1.7960412923465547      1.5440771452548638      0.19562039020632482   0.8141068816185599   0.78555119037624     41.97107051308806    12.022944477975994   0.390908194017111     0.41809571735588624   COSMOS01                      
  AS2COS0068.1   150.14291118149606   2.050613912917271    7.393294007158613    1.3395114728123731      1.0742079599000052      0.1913266941459073    0.81382077932364     0.7856502532959599   42.96964200945305    9.968177685234334    0.31227817518538      0.3331518076244949    ""                            
  AS2COS0069.1   149.77102247252859   2.3657604100330185   8.89949352831891     1.5000722100025934      1.2103033429058723      0.1842559967655956    0.80809879302972     0.78183186054228     48.76815909807377    11.144251910129416   0.3053631229594721    0.3230678573164388    AzTECC56                      
  AS2COS0071.1   149.88933125102554   2.3963805006130228   9.12173643531262     1.6349757203271231      1.2561006551622853      0.19399880846688317   0.808069884777       0.78183704614644     29.760891207596213   6.499333365261296    0.25803267177278516   0.2802883552756969    ""                            
  AS2COS0072.1   150.02704455773576   2.643785068433998    8.448655953491746    1.4812888790583543      1.2104106442657923      0.18638518231780649   0.80721396207792     0.78240716457372     47.15787965472407    11.316668195217758   0.3246997627082303    0.34446676008427635   AzTECC106_AzTEC6              
  AS2COS0073.1   150.0889957824651    2.0114345022553906   7.429488255877851    1.2906161691209554      1.1148410036104117      0.1984349948495103    0.80819559097308     0.78227317333224     36.53030092271338    8.07036490118955     0.2927286650315217    0.3156254264188483    ""                            
  AS2COS0075.1   150.03141885252077   2.1963781550703723   6.542335708519405    1.1706036891710667      0.990350168250119       0.18872475764279878   0.80916517972944     0.78131067752844     26.47769261136205    6.222257857768049    0.2922234215898541    0.3225169266061508    AzTECC34a_COSLA19             
  AS2COS0076.1   150.3838842217553    2.0744807325156387   8.220360568541041    1.4315715152124007      1.1766630547254593      0.18671129672853343   0.80780816078172     0.7825077176094001   27.249885596506267   5.869631541445391    0.264495416202641     0.2906937055104351    ""                            
  AS2COS0076.2   150.38352504874558   2.0744560534237007   8.220360568541041    1.4315715152124007      1.1766630547254593      0.18671129672853343   0.80780816078172     0.7825077176094001   21.88715810883086    4.628881488665186    0.25864823284829747   0.2911898964558023    ""                            
  AS2COS0077.1   150.3409449913533    2.5248749556921095   9.443789980352275    1.667271192032512       1.3636892631041402      0.18153178788429594   0.8089991211891601   0.78144770860668     42.787293738573744   10.243900257318659   0.32259647658052454   0.34428033116729356   AzTECC37                      
  AS2COS0078.1   150.44706371094568   2.413733085700957    9.455494046274627    1.548561383155632       1.334461741782098       0.18807605926436133   0.80872237682352     0.7815013527870001   19.9191524393742     4.320377704618735    0.25715634568565854   0.2919058236353161    AzTECC31a                     
  AS2COS0078.2   150.44785347009352   2.415308976874073    9.455494046274627    1.548561383155632       1.334461741782098       0.18807605926436133   0.80872237682352     0.7815013527870001   8.311194403147425    3.357065529943148    0.512244056655941     0.5312825779833054    AzTECC31b                     
  AS2COS0078.3   150.44574643012666   2.4130287075943713   9.455494046274627    1.548561383155632       1.334461741782098       0.18807605926436133   0.80872237682352     0.7815013527870001   7.475854538445982    3.0731420369572513   0.5155993493581253    0.549410005753268     ""                            
  AS2COS0079.1   150.08060264005988   1.6851469925214833   8.381848265550705    1.502024212484197       1.2280292035229632      0.194265541647107     0.8085814714432801   0.7827091813087199   30.837159735962047   8.470355094322429    0.3228943816009716    0.3495439816573461    ""                            
  AS2COS0082.1   149.83929566217583   2.3777873660896325   8.509927453038392    1.5041373527931023      1.240760888413316       0.19904998981263972   0.8105129599572001   0.78122514486312     34.07928083441936    8.816803218262137    0.3264055688313868    0.3525056910050273    AzTECC21                      
  AS2COS0083.1   149.91573753919775   1.7868128777351835   9.680806799798333    1.6918237426634972      1.4714071412737866      0.20159601395076718   0.81052547693256     0.7818514704705599   40.22214971226541    9.620728812168284    0.32871725405172786   0.3528278164065329    ""                            
  AS2COS0084.1   149.58107528051693   2.252278015193397    7.865536158464537    1.4156321702820032      1.1882543649873325      0.19157407146703528   0.81105417013176     0.78101360797896     51.7947947334521     10.572343012547092   0.26149862498865534   0.2751077757705185    ""                            
  AS2COS0086.1   150.34489841506334   2.012706345746081    8.04539609875225     1.4094418991962332      1.205183112089161       0.1785974765918557    0.80955535173408     0.78191888332356     40.65139434362176    8.223516129878526    0.279398817958409     0.2997684374135932    ""                            
  AS2COS0087.1   149.80084236114888   2.165733083297401    8.12911863976296     1.4808916295049812      1.1899068785638551      0.20220815582331939   0.8104307651521201   0.7820294499396      29.17675814500224    8.08959521248264     0.3315779239250012    0.36118670795628516   COSMOS24                      
  AS2COS0090.1   150.51175224454144   1.7479405312599543   10.184341491182066   1.7924190975714822      1.5693987202027984      0.19307520762728853   0.81033992767332     0.7818998694418801   48.73879528664753    13.250466138895861   0.3633725169906405    0.38445883550540005   ""                            
  AS2COS0090.2   150.5103419035364    1.7459007120008405   10.184341491182066   1.7924190975714822      1.5693987202027984      0.19307520762728853   0.81033992767332     0.7818998694418801   5.125487694419826    2.1305006301952387   0.6839802638156153    0.664450876475121     ""                            
  AS2COS0093.1   150.05390253614647   2.576381995606319    6.495463837390883    1.3012118958107166      0.971804273028539       0.19164539873146602   0.80977487564088     0.7820120453835601   22.069676128400285   7.936276161254799    0.44120743829846004   0.49640103957703563   AzTECC10b                     
  AS2COS0093.2   150.0563868704251    2.573249823166534    6.495463837390883    1.3012118958107166      0.971804273028539       0.19164539873146602   0.80977487564088     0.7820120453835601   11.402062728894231   6.227290081347011    0.6699489396232764    0.7264755260841506    AzTECC10a                     
  AS2COS0094.1   150.26566924545352   2.7034861559564813   8.289979767141329    1.5194849813545748      1.3009482267028218      0.18985310365151484   0.8101631999016      0.7814174890518      38.48682983721585    9.625325296381629    0.33360088431731577   0.3584475053027479    ""                            
  AS2COS0095.1   150.12660116225928   2.6960717783472097   7.361915195280418    1.4028343251372402      1.1501598580952441      0.18398409107583605   0.8109740018844      0.78119498491272     23.399406932194328   4.972485177554593    0.266514542368881     0.2985139584275387    ""                            
  AS2COS0095.2   150.12596172497308   2.696358394924933    7.361915195280418    1.4028343251372402      1.1501598580952441      0.18398409107583605   0.8109740018844      0.78119498491272     18.161987415660697   6.04957790658423     0.3871708217972061    0.44400287169146524   ""                            
  AS2COS0096.1   149.68594540387463   2.4079842270715135   8.671383332391272    1.587407510477525       1.3322642697401417      0.1885355505281159    0.8101993203162      0.782204926014       32.256384140989525   10.779258634239326   0.40103510054176345   0.43327447397728536   ""                            
  AS2COS0096.2   149.6881520609706    2.407803107957916    8.671383332391272    1.587407510477525       1.3322642697401417      0.1885355505281159    0.8101993203162      0.782204926014       4.875258676233502    1.2473590487571966   0.46577219576175366   0.43792995377693944   ""                            
  AS2COS0098.1   150.4034300657061    2.1861475053698474   7.009358595328755    1.3576530006717187      1.111788730139101       0.18932318825991507   0.81107968091976     0.7816631793976799   40.17137324219425    9.344731949890557    0.31940053717233974   0.34283667619166874   AzTECC12_COSLA17N             
  AS2COS0099.1   149.92557654640416   1.7773193838742392   9.132489795441014    1.697595824876747       1.412753645672053       0.19025645676614192   0.80093353986756     0.7931232452393999   35.434849040461984   8.368012589162124    0.30738341915944584   0.33175632552936946   ""                            
  AS2COS0100.1   150.58856819271364   2.3191095278970897   7.839179648464734    1.4666887818302872      1.2695780877887568      0.18373349119916405   0.8114177584648801   0.7812545895576001   44.25766553442285    9.429584557309841    0.2909860889822809    0.3101263723380195    ""                            
