# ID             RA_final             Dec_final            Flux_deb_scuba2      Flux_errlo_deb_scuba2   Flux_errhi_deb_scuba2   RMS                   BMAJ                 BMIN                 SNR(peak)            Flux_final           Flux_final_errlo      Flux_final_errhi      OTHERNAMES                    
  AS2COS0001.1   150.03349503711394   2.4367479914136108   16.8201813773612     0.9975897253696778      0.8853443295751956      0.11830832927852214   0.7962327599526      0.7732722759246      104.51765177484842   13.49403132478143    0.2536116144551528    0.2635168737785758    AzTECC3a_COSLA4_AzTEC2        
  AS2COS0001.2   150.0326791058665    2.437011854085771    16.8201813773612     0.9975897253696778      0.8853443295751956      0.11830832927852214   0.7962327599526      0.7732722759246      27.789086428201283   3.6211986323329177   0.15888865171512068   0.17417317108476205   AzTECC3c                      
  AS2COS0002.1   150.06504687580957   2.2636174798120647   13.348992193121942   1.3745605962322998      0.7026413399483022      0.11540808526480625   0.80457770824416     0.76185023784624     85.72957902785043    13.244222314904285   0.2495364290182085    0.2593077431354551    AzTECC7_COSLA1_MM1            
  AS2COS0003.1   150.23728108964067   2.3381498525307727   12.762075551663813   1.2869448303045772      0.9016030907380781      0.1797210811334974    0.80753982067116     0.79256838560112     30.464324182213797   7.488006224580478    0.2889932134557665    0.3131659596616918    AzTECC6a_131077_HCOSMOS02.0   
  AS2COS0003.2   150.23986435766275   2.336454745828464    12.762075551663813   1.2869448303045772      0.9016030907380781      0.1797210811334974    0.80753982067116     0.79256838560112     14.990398708815254   5.094340850091228    0.38573321492310125   0.40470246058222814   AzTECC6b_130891_HCOSMOS02.1_  
  AS2COS0003.3   150.23863229481927   2.3368370051443166   12.762075551663813   1.2869448303045772      0.9016030907380781      0.1797210811334974    0.80753982067116     0.79256838560112     10.119422830393892   2.1769187908279286   0.2761275177499942    0.28223156691342877   130933_HCOSMOS02.4            
  AS2COS0003.4   150.2369217158122    2.3357725452939953   12.762075551663813   1.2869448303045772      0.9016030907380781      0.1797210811334974    0.80753982067116     0.79256838560112     6.565988916022459    2.468182244101692    0.48567243698668566   0.5232402916723005    130949_HCOSMOS02.2            
  AS2COS0004.1   150.0822763947551    2.534489234982148    13.158304805640322   1.0668865068934092      0.862565500276963       0.21542570597689797   0.80864834785452     0.7945485115049999   26.32939737939335    10.753519529112777   0.5090727375217874    0.5623126131852416    AzTECC42_AzTEC5               
  AS2COS0005.1   150.09986959126746   2.29725490436207     10.325255995927064   1.0150635699393344      0.8306217435842029      0.18671614082476526   0.80684375762952     0.79280048608776     29.93969091687141    8.386183401665683    0.3306425755845327    0.35894702937643447   ""                            
  AS2COS0005.2   150.10013254085052   2.2970430102500448   10.325255995927064   1.0150635699393344      0.8306217435842029      0.18671614082476526   0.80684375762952     0.79280048608776     7.484416754058228    2.0752765369445862   0.3477677600399351    0.37034158073005397   ""                            
  AS2COS0006.1   149.98870988541915   2.458497203998716    11.957089680938996   1.5163985056367828      0.7919181430021407      0.18261953379832307   0.80662280321124     0.79290306568152     65.53755800496727    16.610803142469248   0.381840050443336     0.40024109696010285   AzTECC14_COSLA3_AzTEC9        
  AS2COS0007.1   150.13894851012182   2.4337762623554897   9.215788039636296    1.0802501568659721      0.8183528158721867      0.2172599008252188    0.80242574214924     0.8003677725792      29.343785502739244   7.33661427153571     0.29870836388997457   0.32518827817606066   AzTECC80a_COSLA47             
  AS2COS0007.2   150.13912420988586   2.4319517892986235   9.215788039636296    1.0802501568659721      0.8183528158721867      0.2172599008252188    0.80242574214924     0.8003677725792      8.274048083143263    3.5818020326084423   0.5485548630834893    0.568828325780752     AzTECC80b                     
  AS2COS0008.1   150.7049651246549    2.548741796689572    19.602063970841577   1.5303669394030806      1.668713747795202       0.19124816231462327   0.80561506748184     0.7931866645814399   67.67029404968879    18.267025021703095   0.4029231932897772    0.42151839846845635   COSMOS02                      
  AS2COS0008.2   150.70600073286192   2.548990658124377    19.602063970841577   1.5303669394030806      1.668713747795202       0.19124816231462327   0.80561506748184     0.7931866645814399   19.93318903899661    5.308354643068457    0.3159167097944611    0.3585994488468454    ""                            
  AS2COS0009.1   150.1196712781906    2.534334718215301    9.900269881036476    1.2505736910752265      0.9591699931904216      0.18142224152162917   0.8033117055894      0.79448974132536     53.67660842538892    13.085392857096213   0.31378744919739165   0.32959480223469206   AzTEC19a                      
  AS2COS0010.1   150.09856585275278   2.3653740849348903   7.732529835639359    1.0696150393741641      0.7043401368578168      0.18438114276019546   0.80671983957288     0.79286509752264     33.49371056744363    8.21892897972848     0.3042766794614919    0.3286077512185826    AzTECC38_COSLA35              
  AS2COS0010.2   150.09596767903483   2.3652575122485477   7.732529835639359    1.0696150393741641      0.7043401368578168      0.18438114276019546   0.80671983957288     0.79286509752264     6.497293365666656    2.3309221468629344   0.46354700201212645   0.5023164687068336    ""                            
  AS2COS0011.1   150.42398403137463   2.4535827577393863   17.314695526459317   2.0950147475234004      1.4057117482540704      0.18739480691717936   0.80514907836912     0.79354590177528     71.35793284439661    19.240112767358397   0.39665741776131713   0.4137158912857143    AzTECC1a_COSLA89              
  AS2COS0012.1   149.65819303769288   2.2356590711189424   13.568655756746105   1.5012194045290617      1.1976617799147462      0.18431593219354894   0.8051449656484799   0.7901449203492      43.060488781715      11.139874670514391   0.3486137023406308    0.3718896993873351    AzTECC13a_COSLA54             
  AS2COS0012.2   149.6572393384221    2.2340631779890816   13.568655756746105   1.5012194045290617      1.1976617799147462      0.18431593219354894   0.8051449656484799   0.7901449203492      11.065729654240641   4.659105453762589    0.5200171186567187    0.5645139915218905    AzTECC13b                     
  AS2COS0013.1   150.1470688025749    2.7314438518260893   12.802475443423825   1.4169027306165152      1.1676649151502563      0.18681973469629967   0.8049995303155201   0.79344701766972     60.71744907475233    15.512936287257606   0.35983105279447586   0.3773360871722764    AzTECC18_AzTEC12              
  AS2COS0014.1   150.4209981462995    2.068020563119491    13.373497787976664   1.495079001785255       1.15838110461738        0.18823825438480216   0.80691987276072     0.79289072751996     64.54323428322914    14.833523695798007   0.34390925333206634   0.36063144186152346   AzTECC11                      
  AS2COS0015.1   150.34567455638495   2.3349663824171216   12.527358965325488   1.4671967671073762      1.2777987188690911      0.1733512618919726    0.80474668741224     0.78044289350508     48.9418795619034     9.266395275890318    0.25215283477858463   0.2666655948491776    AzTECC9a                      
  AS2COS0015.2   150.34656030016424   2.334887925749804    12.527358965325488   1.4671967671073762      1.2777987188690911      0.1733512618919726    0.80474668741224     0.78044289350508     22.18833678318276    4.6853872489954655   0.2597135165080404    0.2920955399360361    AzTECC9c                      
  AS2COS0015.3   150.3432090542773    2.3340824664877244   12.527358965325488   1.4671967671073762      1.2777987188690911      0.1733512618919726    0.80474668741224     0.78044289350508     10.267233976493424   6.3194966677830084   0.7852429856812018    0.8120718748549818    AzTECC9b                      
