# ID           RA_HMS       DEC_DMS      RA            DEC          z     MAG_R MAGERR_R G_minus_R e_G_minus_R U_minus_G e_U_minus_G R_minus_K e_R_minus_K MAG_IRAC1 MAGERR_IRAC1 MAG_IRAC2 MAGERR_IRAC2 MAG_IRAC3 MAGERR_IRAC3 MAG_IRAC4 MAGERR_IRAC4 logMstar_CSFH e_logMstar_CSFH EBV_CSFH SFR_CSFH Age_CSFH logMstar_tSFH e_logMstar_tSFH EBV_tSFH SFR_tSFH Age_tSFH tau_tSFH MAG_G     MAGERR_G            MAG_U     MAGERR_U            MAG_Ks    MAGERR_Ks           FLUX_R                FLUXERR_R             FLUX_G                FLUXERR_G             FLUX_U                FLUXERR_U             FLUX_Ks               FLUXERR_Ks            FLUX_IRAC1            FLUXERR_IRAC1         FLUX_IRAC2            FLUXERR_IRAC2         FLUX_IRAC3            FLUXERR_IRAC3         FLUX_IRAC4            FLUXERR_IRAC4        
  Q1700-BX709  17:00:54.761 64:12:19.973 255.228170833 +64.20554806 2.285 25.18 0.16     0.05      0.1         0.77      0.15        3.06      0.59        23.37     0.38         23.06     0.28         99.99     99.99        99.99     99.99        10.37         0.17            0.1      10       2400     10.37         0.27            0.1      10       2400     const    25.23     0.1599999964237213  26.0      0.1599999964237213  22.12     0.5899999737739563  3.076281876071439E-7  4.532275222557909E-8  2.9378284485516925E-7 4.328292276811947E-8  1.4455271362797474E-7 2.1296900242647484E-8 5.15259387848957E-6   2.7992912091866427E-6 1.6293932513867914E-6 5.701375946200996E-7  2.1678361919122785E-6 5.589264606995396E-7  ""                    ""                    ""                    ""                   
  Q1700-BX898  17:01:05.284 64:14:06.570 255.272016667 +64.23515833 2.286 24.48 0.14     0.18      0.06        0.57      0.11        2.37      0.51        99.99     99.99        22.17     0.21         99.99     99.99        99.99     99.99        10.73         0.11            0.1      20       2750     10.73         0.21            0.1      20       2750     const    24.66     0.14000000059604645 25.23     0.14000000059604645 22.11     0.5099999904632568  5.861738391238691E-7  7.556568860656401E-8  4.966224063684863E-7  6.402130496095589E-8  2.9378284485516925E-7 3.787255842986364E-8  5.2002713389051445E-6 2.4421163289576163E-6 ""                    ""                    4.920692410472888E-6  9.515150772898093E-7  ""                    ""                    ""                    ""                   
  Q1700-MD69   17:00:47.610 64:09:44.78  255.198375000 +64.16243889 2.289 24.85 0.16     0.37      0.09        1.5       0.33        4.87      0.12        21.13     0.03         20.89     0.04         20.59     0.07         20.63     0.11         11.46         0.02            0.35     105      2750     11.51         0.05            0.24     40       2200     1000     25.220001 0.1599999964237213  26.720001 0.33000001311302185 19.98     0.1599999964237213  4.1689443349105E-7    6.142090963870839E-8  2.965007256816458E-7  4.368334719032606E-8  7.447761497724677E-8  2.2631320367511994E-8 3.698506889373564E-5  5.448997136951002E-6  1.282409080768374E-5  3.542566442277064E-7  1.5996556086457407E-5 5.891917395545677E-7  2.1087553036582587E-5 1.3592345477397436E-6 2.0324814220601068E-5 2.058682828868862E-6 
  Q1700-BX810  17:01:31.117 64:13:29.357 255.379654167 +64.22482139 2.29  24.68 0.16     0.36      0.09        0.87      0.18        3.99      0.19        22.92     0.23         22.78     0.23         99.99     99.99        99.99     99.99        10.51         0.12            0.2      29       1139     10.41         0.09            0.01     3        454      100      25.04     0.1599999964237213  25.910002 0.18000000715255737 20.69     0.1899999976158142  4.875578203477118E-7  7.183172146592196E-8  3.4996602337524383E-7 5.1560370615527605E-8 1.570455182325239E-7  2.6029644940268303E-8 1.923207018773228E-5  3.3647267862028586E-6 2.4661882167356166E-6 5.223050645846508E-7  2.8056014301525754E-6 5.94188158969589E-7   ""                    ""                    ""                    ""                   
  Q1700-MD157  17:00:52.191 64:15:29.245 255.217462500 +64.25812361 2.293 24.35 0.14     0.35      0.07        1.65      0.14        4.46      0.1         99.99     99.99        21.78     0.1          99.99     99.99        21.57     0.12         11.03         0.07            0.28     66       1609     10.89         0.07            0.21     22       360      100      24.7      0.14000000059604645 26.35     0.14000000059604645 19.89     0.14000000059604645 6.607331496148965E-7  8.517738613251671E-8  4.786586854195084E-7  6.170553981955246E-8  1.0471914708580424E-7 1.3499705943305773E-8 4.0181532184454376E-5 5.179939714340398E-6  ""                    ""                    7.047352164624134E-6  6.489274649758623E-7  ""                    ""                    8.551186353370296E-6  9.44882448865899E-7  
  Q1700-MD109  17:01:04.482 64:12:09.293 255.268675000 +64.20258139 2.294 25.46 0.16     0.26      0.1         1.44      0.37        3.6       0.28        23.12     0.11         22.86     0.1          99.99     99.99        99.99     99.99        10.48         0.17            0.17     14       2100     10.48         0.25            0.17     14       2100     const    25.72     0.1599999964237213  27.16     0.3700000047683716  21.859999 0.2800000011920929  2.3769859523876837E-7 3.50200500811478E-8   1.8707963916123057E-7 2.7562377160909727E-8 4.966224063684863E-8  1.691991645712892E-8  6.5467652376810794E-6 1.687932112665796E-6  2.0512845699767603E-6 2.0777283745375942E-7 2.6063096064570673E-6 2.3999168004549787E-7 ""                    ""                    ""                    ""                   
  Q1700-BX563  17:01:15.755 64:10:27.088 255.315645833 +64.17419111 2.296 23.82 0.12     0.42      0.07        0.86      0.09        3.15      0.18        99.99     99.99        21.8      0.28         99.99     99.99        99.99     99.99        10.57         0.23            0.21     92       404      10.57         0.28            0.21     92       404      const    24.24     0.11999999731779099 25.1      0.11999999731779099 20.67     0.18000000715255737 1.0765305801245354E-6 1.1895365260355821E-7 7.311834292643038E-7  8.07937472840973E-8   3.311510194213254E-7  3.659127204635616E-8  1.958962932697428E-5  3.246900017468985E-6  ""                    ""                    6.91873272866931E-6   1.7838353335867206E-6 ""                    ""                    ""                    ""                   
  Q1700-BX939  17:00:52.915 64:14:36.023 255.220479167 +64.24333972 2.296 24.46 0.14     0.38      0.07        0.69      0.13        3.46      0.19        99.99     99.99        23.05     0.13         99.99     99.99        99.99     99.99        10.23         0.15            0.16     27       640      10.28         0.11            0.0      3        404      100      24.839998 0.14000000059604645 25.529999 0.14000000059604645 21.0      0.1899999976158142  5.970718761691505E-7  7.69705920990457E-8   4.2075273803758305E-7 5.424068469249521E-8  2.228572346356191E-7  2.8729293721749478E-8 1.4455271362797472E-5 2.529006928607244E-6  ""                    ""                    2.187895394454677E-6  2.6190275400221893E-7 ""                    ""                    ""                    ""                   
  Q1700-BX984  17:01:02.164 64:14:56.440 255.259016667 +64.24901111 2.299 23.51 0.12     0.17      0.04        0.72      0.06        3.44      0.14        99.99     99.99        22.23     0.1          99.99     99.99        99.99     99.99        10.65         0.07            0.12     44       1015     10.55         0.05            0.01     10       360      100      23.68     0.11999999731779099 24.4      0.11999999731779099 20.07     0.14000000059604645 1.4322741619005055E-6 1.5826233479410865E-7 1.2246898735078038E-6 1.3532484487666872E-7 6.30995702617056E-7   6.972328049869646E-8  3.404288604015924E-5  4.388585696052887E-6  ""                    ""                    4.656144308728184E-6  4.2874257625323573E-7 ""                    ""                    ""                    ""                   
  Q1700-BX919  17:00:33.909 64:14:21.626 255.141287500 +64.23934056 2.301 24.43 0.14     0.03      0.06        0.65      0.1         2.7       0.41        99.99     99.99        23.51     0.23         99.99     99.99        99.99     99.99        9.84          0.21            0.07     17       404      9.74          0.26            0.0      5        161      50       24.460001 0.14000000059604645 25.11     0.14000000059604645 21.73     0.4099999964237213  6.137989297547092E-7  7.912693419107915E-8  5.970708272741956E-7  7.697045688238428E-8  3.281149394572055E-7  4.2298426997772105E-8 7.379491418019843E-6  2.7859958149143805E-6 ""                    ""                    1.4322741619005055E-6 3.0333615397148224E-7 ""                    ""                    ""                    ""                   
  Q1700-BX917  17:01:16.110 64:14:19.801 255.317125000 +64.23883361 2.302 24.43 0.14     0.28      0.07        0.95      0.13        4.04      0.12        99.99     99.99        22.05     0.13         99.99     99.99        22.19     0.37         10.96         0.07            0.18     33       2750     10.86         0.09            0.14     22       1015     500      24.710001 0.14000000059604645 25.660002 0.14000000059604645 20.39     0.14000000059604645 6.137989297547092E-7  7.912693419107915E-8  4.7427021623407863E-7 6.113980714130579E-8  1.977085937113084E-7  2.5487295798735433E-8 2.5352832844248794E-5 3.2683210067277134E-6 ""                    ""                    5.495744754893008E-6  6.578699741531657E-7  ""                    ""                    4.830877615440446E-6  1.6458791351274257E-6
  Q1700-BX1133 17:01:03.294 64:16:19.717 255.263725000 +64.27214361 2.303 24.38 0.14     0.14      0.06        0.82      0.13        3.33      0.23        99.99     99.99        22.85     0.1          99.99     99.99        99.99     99.99        10.37         0.12            0.1      20       1139     10.27         0.11            0.01     5        360      100      24.519999 0.14000000059604645 25.339998 0.14000000059604645 21.05     0.23000000417232513 6.427270595687934E-7  8.285615904486763E-8  5.649718751389033E-7  7.28324704016537E-8   2.6547703027496425E-7 3.42235583763643E-8   1.3804686680855703E-5 2.9236445618733448E-6 ""                    ""                    2.630426046840868E-6  2.422123467805958E-7  ""                    ""                    ""                    ""                   
  Q1700-BX879  17:01:17.768 64:13:55.116 255.324033333 +64.23197667 2.308 23.5  0.12     0.61      0.04        1.4       0.19        2.84      0.22        22.22     0.34         22.22     0.15         99.99     99.99        99.99     99.99        10.03         0.1             0.42     1473     7        10.02         0.13            0.41     1380     7        100      24.11     0.11999999731779099 25.51     0.1899999976158142  20.66     0.2199999988079071  1.4455271362797474E-6 1.5972675181985614E-7 8.241874643981424E-7  9.107043601946042E-8  2.2700015689340635E-7 3.971457575371699E-8  1.9770894103282706E-5 4.005153479883474E-6  4.699228072208037E-6  1.471213224085158E-6  4.699228072208037E-6  6.490646766489756E-7  ""                    ""                    ""                    ""                   
  Q1700-BX505  17:00:48.224 64:10:05.862 255.200933333 +64.16829500 2.309 25.17 0.16     0.45      0.12        1.28      0.26        4.36      0.19        22.23     0.1          22.11     0.1          22.49     0.17         22.1      0.15         10.79         0.13            0.28     38       1609     10.73         0.08            0.2      16       571      200      25.62     0.1599999964237213  26.900002 0.25999999046325684 20.81     0.1899999976158142  3.1047470163158197E-7 4.574212813140797E-8  2.0512845699767603E-7 3.0221503117892846E-8 6.309945941270476E-8  1.510668401983416E-8  1.72197349549309E-5   3.01266077383225E-6   4.656144308728184E-6  4.2874257625323573E-7 5.2002713389051445E-6 4.788463551008494E-7  3.6645980018707968E-6 5.736479437116457E-7  5.248389963574158E-6  7.249157696307234E-7 
  Q1700-BX585  17:01:13.491 64:10:58.829 255.306212500 +64.18300806 2.311 24.71 0.16     0.12      0.08        0.76      0.13        3.15      0.36        99.99     99.99        99.99     99.99        23.56     0.41         99.99     99.99        10.03         0.28            0.11     17       640      9.99          0.26            0.01     4        321      100      24.83     0.1599999964237213  25.59     0.1599999964237213  21.56     0.36000001430511475 4.742710494009546E-7  6.98741861952369E-8   4.246452587188472E-7  6.256283598192059E-8  2.1087553036582588E-7 3.1068217407350344E-8 8.630311325856683E-6  2.8608767962854506E-6 ""                    ""                    ""                    ""                    1.367812166917028E-6  5.163931708511086E-7  ""                    ""                   
  Q1700-MD103  17:01:00.209 64:11:55.576 255.250870833 +64.19877111 2.315 24.23 0.14     0.46      0.09        1.49      0.27        3.97      0.12        21.32     0.1          21.23     0.1          21.34     0.14         99.99     99.99        11.07         0.13            0.28     103      1139     10.96         0.13            0.21     38       321      100      24.689999 0.14000000059604645 26.179998 0.27000001072883606 20.26     0.14000000059604645 7.379491418019844E-7  9.513156564652833E-8  4.83088610201009E-7   6.227661668147745E-8  1.2246920249628253E-7 3.044814547693212E-8  2.857762659943719E-5  3.684040277122283E-6  1.0765305801245355E-5 9.912804752910602E-7  1.1695705712244887E-5 1.0769526599009652E-6 1.0568812370373195E-5 1.3624620056645952E-6 ""                    ""                   
  Q1700-BX532  17:00:40.154 64:10:22.537 255.167308333 +64.17292694 2.331 23.76 0.12     0.22      0.06        0.57      0.09        3.63      0.12        21.02     0.1          21.1      0.1          21.21     0.16         21.56     0.21         11.26         0.03            0.14     65       2750     11.33         0.08            0.09     36       2750     2000     23.98     0.11999999731779099 24.55     0.11999999731779099 20.130001 0.11999999731779099 1.1376958066636293E-6 1.2571224102034765E-7 9.290229272262146E-7  1.0265446480231314E-7 5.495744754893009E-7  6.072646002269107E-8  3.221260310727452E-5  3.559403578703506E-6  1.4191426942889313E-5 1.3067612480992682E-6 1.3183359536772998E-5 1.2139373603333667E-6 1.1913150138480684E-5 1.7551602021658971E-6 8.630311325856683E-6  1.6688446794154447E-6
  Q1700-MD94   17:00:42.020 64:11:24.224 255.175083333 +64.19006222 2.333 24.72 0.16     0.94      0.15        2.06      0.25        5.15      0.15        20.59     0.08         20.43     0.03         20.35     0.22         20.28     0.14         11.52         0.1             0.49     324      1015     11.43         0.1             0.42     113      321      100      25.66     0.1599999964237213  27.72     0.25                19.57     0.1599999964237213  4.6992280722080373E-7 6.923356121063874E-8  1.9770894103282704E-7 2.9128388451372058E-8 2.9650124655471537E-8 6.825535141683134E-9  5.395433833677788E-5  7.949073610431593E-6  2.1087553036582587E-5 1.553410870367517E-6  2.4435775521341287E-5 6.750214081535674E-7  2.630426046840868E-5  5.328671520895752E-6  2.8056014301525757E-5 3.6167974391678578E-6
  Q1700-BX772  17:00:53.076 64:13:04.566 255.221150000 +64.21793500 2.346 24.96 0.16     0.2       0.09        0.57      0.14        3.29      0.31        99.99     99.99        23.72     0.25         99.99     99.99        99.99     99.99        10.07         0.18            0.1      12       1015     10.06         0.16            0.03     5        509      200      25.16     0.1599999964237213  25.73     0.1599999964237213  21.669998 0.3100000023841858  3.76726885451493E-7   5.550303897325832E-8  3.133475547316228E-7  4.616538456394242E-8  1.853644436436545E-7  2.7309678011114006E-8 7.798785603925634E-6  2.2261727033247704E-6 ""                    ""                    1.1803927233148251E-6 2.7172944827689345E-7 ""                    ""                    ""                    ""                   
  Q1700-MD174  17:00:54.542 64:16:24.760 255.227258333 +64.27354444 2.347 24.56 0.16     0.32      0.09        1.5       0.27        4.74      0.11        99.99     99.99        20.51     0.1          99.99     99.99        18.51     0.1          11.59         0.04            0.34     140      2750     11.65         0.05            0.2      40       2500     1000     24.88     0.1599999964237213  26.38     0.27000001072883606 19.82     0.1599999964237213  5.445358316199854E-7  8.022627174197586E-8  4.055333587310896E-7  5.974708650706631E-8  1.0186537413211318E-7 2.5325646508809814E-8 4.285745432676935E-5  6.314173608667491E-6  ""                    ""                    2.2700015689340634E-5 2.0902408865190815E-6 ""                    ""                    1.4322741619005085E-4 1.3188528390820042E-5
  Q1700-BX490  17:01:14.831 64:09:51.691 255.311795833 +64.16435861 2.403 22.88 0.06     0.36      0.03        0.92      0.05        2.88      0.1         22.05     0.1          22.08     0.1          21.95     0.11         22.13     0.3          9.92          0.12            0.29     835      10       9.88          0.33            0.28     506      9        10       23.24     0.05999999865889549 24.16     0.05999999865889549 20.0      0.10000000149011612 2.5587425112310226E-6 1.4136698641097626E-7 1.8366497349136511E-6 1.0147235877686908E-7 7.870934710770695E-7  4.3485826159345824E-8 3.631E-5              3.343462296598634E-6  5.495744754893008E-6  5.060538523744002E-7  5.345967071990671E-6  4.922621686603857E-7  6.025955826506089E-6  6.103638465229466E-7  5.105362506368083E-6  1.4103211903969508E-6
  Q1700-BX581  17:01:02.726 64:10:51.299 255.261358333 +64.18091639 2.406 23.87 0.12     0.28      0.06        0.62      0.1         3.21      0.15        23.11     0.15         23.17     0.14         22.6      0.21         21.94     0.19         10.37         0.11            0.11     33       719      10.36         0.1             0.1      26       509      500      24.150002 0.11999999731779099 24.770002 0.11999999731779099 20.66     0.15000000596046448 1.0280776390089595E-6 1.1359973657786007E-7 7.943751292512862E-7  8.777625541388048E-8  4.487715355016409E-7  4.958801386417849E-8  1.9770894103282706E-5 2.7307865868656702E-6 2.070265308841972E-6  2.859482584401829E-7  1.958962932697428E-6  2.525366590656287E-7  3.311510194213254E-6  6.403472551315198E-7  6.081714591345607E-6  1.0640200348579446E-6
  Q1700-BX759  17:00:59.545 64:12:55.455 255.248104167 +64.21540417 2.418 24.43 0.14     0.36      0.07        1.29      0.18        3.24      0.23        21.81     0.31         22.39     0.29         99.99     99.99        99.99     99.99        10.52         0.22            0.23     73       454      10.52         0.28            0.23     73       454      const    24.79     0.14000000059604645 26.080002 0.18000000715255737 21.19     0.23000000417232513 6.137989297547092E-7  7.912693419107915E-8  4.405811200916456E-7  5.6796829719555426E-8 1.342843856122832E-7  2.2257081372640652E-8 1.213461593450822E-5  2.5699463310924983E-6 6.85529996058869E-6   1.956853594960223E-6  4.018153218445437E-6  1.0729874768131614E-6 ""                    ""                    ""                    ""                   
  Q1700-BX561  17:01:04.180 64:10:43.834 255.267416667 +64.17884278 2.426 24.65 0.16     0.19      0.08        1.04      0.16        4.63      0.11        21.54     0.1          21.35     0.1          21.19     0.1          20.85     0.1          11.31         0.02            0.29     79       2600     11.39         0.06            0.16     25       2400     1000     24.84     0.1599999964237213  25.880001 0.1599999964237213  20.02     0.1599999964237213  5.012177025784141E-7  7.384422709028736E-8  4.207519988880087E-7  6.19892433861464E-8   1.614454543926823E-7  2.3785701772979033E-8 3.564725278160303E-5  5.251897161668484E-6  8.790749056056401E-6  8.09461251109463E-7   1.0471914708580425E-5 9.64264720499458E-7   1.213461593450822E-5  1.1173679664206342E-6 1.659686633366249E-5  1.5282565912500065E-6
  Q1700-BX575  17:01:03.341 64:10:50.932 255.263920833 +64.18081444 2.431 23.82 0.12     0.16      0.04        0.74      0.06        2.6       0.26        23.1      0.12         23.0      0.1          23.03     0.41         99.99     99.99        9.95          0.2             0.11     44       203      9.99          0.25            0.07     25       161      100      23.98     0.11999999731779099 24.72     0.11999999731779099 21.22     0.25999999046325684 1.0765305801245354E-6 1.1895365260355821E-7 9.290229272262146E-7  1.0265446480231314E-7 4.6992280722080373E-7 5.192517090797906E-8  1.1803927233148253E-5 2.8259861584231337E-6 2.089421678359879E-6  2.3087531841521158E-7 2.291006117807585E-6  2.1095820920315253E-7 2.2285684313530167E-6 8.413563986047468E-7  ""                    ""                   
  Q1700-BX717  17:00:56.995 64:12:23.763 255.237479167 +64.20660083 2.438 24.78 0.16     0.34      0.09        0.47      0.13        2.73      0.54        99.99     99.99        23.89     0.24         99.99     99.99        99.99     99.99        9.85          0.38            0.09     14       509      9.99          0.42            0.01     6        454      200      25.12     0.1599999964237213  25.59     0.1599999964237213  22.050001 0.5400000214576721  4.4465786074079917E-7 6.551128556934386E-8  3.251066950756685E-7  4.789785455749062E-8  2.1087553036582588E-7 3.1068217407350344E-8 5.495735100345245E-6  2.7326860700848195E-6 ""                    ""                    1.0093144549139652E-6 2.2305291322740972E-7 ""                    ""                    ""                    ""                   
  Q1700-BX826  17:01:17.163 64:13:41.960 255.321512500 +64.22832222 2.438 24.45 0.14     0.02      0.06        0.52      0.09        2.94      0.28        22.65     0.25         22.55     0.1          99.99     99.99        99.99     99.99        10.63         0.04            0.04     17       2600     10.69         0.06            0.01     11       2300     2000     24.470001 0.14000000059604645 24.990002 0.14000000059604645 21.51     0.2800000011920929  6.025955826506089E-7  7.768267212731142E-8  5.915967243135119E-7  7.626477141483497E-8  3.664591564156161E-7  4.724151207791246E-8  9.037039017603388E-6  2.329991653500864E-6  3.1624699062533875E-6 7.280087261172622E-7  3.4675805164882494E-6 3.1929839485812384E-7 ""                    ""                    ""                    ""                   
  Q1700-BX523  17:00:41.712 64:10:14.884 255.173800000 +64.17080111 2.471 24.51 0.16     0.46      0.11        1.28      0.18        3.52      0.25        22.74     0.2          22.68     0.15         99.99     99.99        22.07     0.35         10.31         0.3             0.25     71       286      10.39         0.28            0.18     28       227      100      24.97     0.1599999964237213  26.25     0.18000000715255737 20.99     0.25                5.701986140510938E-7  8.40071604134308E-8   3.7327295391637866E-7 5.4994172460121986E-8 1.1482230184071386E-7 1.9031321503316387E-8 1.4589027417407814E-5 3.3584317259226087E-6 2.9108936618001617E-6 5.360761887985004E-7  3.0762818760714387E-6 4.249008284961184E-7  ""                    ""                    5.3954338336777766E-6 1.7388598615358472E-6
  Q1700-BX553  17:01:02.200 64:10:39.390 255.259166667 +64.17760833 2.474 24.49 0.14     0.14      0.06        0.44      0.11        2.77      0.41        23.13     0.13         23.18     0.19         99.99     99.99        99.99     99.99        10.34         0.1             0.04     14       1609     10.3          0.1             0.01     10       806      500      24.63     0.14000000059604645 25.07     0.14000000059604645 21.72     0.4099999964237213  5.807996426271615E-7  7.487288242540163E-8  5.105362506368083E-7  6.581498655014409E-8  3.4042886040159243E-7 4.388585696052887E-8  7.447774581464669E-6  2.81177490954438E-6   2.032481422060107E-6  2.432988721696015E-7  1.941002643398577E-6  3.395860935709196E-7  ""                    ""                    ""                    ""                   
  Q1700-MD72   17:00:42.777 64:10:05.346 255.178237500 +64.16815167 2.533 24.63 0.16     0.45      0.11        1.51      0.0         3.42      0.25        22.44     0.15         22.3      0.2          99.99     99.99        99.99     99.99        10.61         0.28            0.22     56       719      10.61         0.3             0.22     56       719      const    25.08     0.1599999964237213  26.59     0.1599999964237213  21.21     0.25                5.105362506368083E-7  7.521712548441014E-8  3.3730771874217797E-7 4.969542706486378E-8  8.395106073290696E-8  1.2368480126181144E-8 1.1913150138480684E-5 2.742437877182478E-6  3.837302488441858E-6  5.300141769230054E-7  4.365425229649397E-6  8.039457264639598E-7  ""                    ""                    ""                    ""                   
  Q1700-BX568  17:01:28.789 64:10:46.682 255.369954167 +64.17963389 2.537 23.93 0.12     0.38      0.06        0.94      0.09        3.2       0.15        22.75     0.1          22.81     0.1          22.82     0.23         22.87     0.25         10.27         0.27            0.16     52       360      10.33         0.06            0.01     5        227      50       24.31     0.11999999731779099 25.25     0.11999999731779099 20.73     0.15000000596046448 9.728057453081582E-7  1.0749234514522159E-7 6.85529996058869E-7   7.574916914210823E-8  2.8842058202838686E-7 3.1869676859854633E-8 1.853644436436545E-5  2.5602824725051893E-6 2.8842058202838685E-6 2.655806503924387E-7  2.7291440706054734E-6 2.5130240435293636E-7 2.70412255731996E-6   5.726963162670988E-7  2.5824142719650118E-6 5.944784235646896E-7 
  Q1700-BX588  17:01:01.469 64:11:00.301 255.256120833 +64.18341694 2.539 24.67 0.16     0.53      0.11        1.17      0.19        3.22      0.31        24.22     0.29         99.99     99.99        99.99     99.99        22.97     0.29         9.47          0.22            0.35     295      10       9.44          0.27            0.34     210      10       20       25.2      0.1599999964237213  26.37     0.1899999976158142  21.45     0.3100000023841858  4.920692410472888E-7  7.249638748415236E-8  3.020132130646725E-7  4.449550000945136E-8  1.0280776390089595E-7 1.7986625134491177E-8 9.550496367500867E-6  2.7262006415243337E-6 7.447774581464667E-7  1.9888163595540324E-7 ""                    ""                    ""                    ""                    2.3551931176935623E-6 6.289189543995122E-7 
  Q1700-BX609  17:01:9.988  64:11:15.663 255.291616667 +64.18768417 2.573 24.12 0.14     0.56      0.09        1.33      0.18        3.06      0.27        23.1      0.12         22.94     0.13         23.58     0.46         23.16     0.38         9.68          0.15            0.35     576      8        10.17         0.25            0.0      0        128      10       24.68     0.14000000059604645 26.01     0.18000000715255737 21.060001 0.27000001072883606 8.166310961534946E-7  1.0527472739248555E-7 4.875578203477118E-7  6.285275795514435E-8  1.4322741619005055E-7 2.3739351693049178E-8 1.367809764038349E-5  3.400632145169069E-6  2.089421678359879E-6  2.3087531841521158E-7 2.4211741880745166E-6 2.8982747044625134E-7 1.342846215143032E-6  5.68793066456148E-7   1.9770894103282706E-6 6.917992325020679E-7 
  Q1700-MD154  17:01:38.387 64:14:57.372 255.409945833 +64.24927000 2.629 23.23 0.11     0.73      0.04        1.91      0.22        3.55      0.09        21.5      0.27         99.99     99.99        99.99     99.99        99.99     99.99        10.94         0.24            0.35     677      128      10.96         0.09            0.01     6        286      50       23.96     0.10999999940395355 25.869999 0.2199999988079071  19.68     0.10999999940395355 1.853644436436545E-6  1.877540395056738E-7  9.4629515195047E-7    9.584941634485804E-8  1.629396113798222E-7  3.3008024225894775E-8 4.875578203477118E-5  4.938430934405265E-6  9.120659632811291E-6  2.267567402129936E-6  ""                    ""                    ""                    ""                    ""                    ""                   
  Q1700-BX591  17:00:50.179 64:11:01.162 255.209079167 +64.18365611 2.686 24.68 0.16     0.22      0.09        1.06      0.16        2.93      0.54        23.48     0.14         23.91     0.23         99.99     99.99        99.99     99.99        10.1          0.19            0.06     16       806      10.09         0.16            0.0      7        454      200      24.9      0.1599999964237213  25.96     0.1599999964237213  21.75     0.5400000214576721  4.875578203477118E-7  7.183172146592196E-8  3.9813137290167036E-7 5.865655454920673E-8  1.4997767443852524E-7 2.2096157802764344E-8 7.244797465652013E-6  3.602385623304397E-6  1.4724021130011276E-6 1.8981242789850634E-7 9.908919721961993E-7  2.09857419649585E-7   ""                    ""                    ""                    ""                   
  Q1700-MD128  17:00:30.292 64:13:15.165 255.126216667 +64.22087917 2.713 23.41 0.11     0.29      0.04        1.24      0.08        2.21      0.28        99.99     99.99        23.67     0.16         99.99     99.99        99.99     99.99        9.38          0.09            0.18     287      8        9.37          0.11            0.18     223      7        10       23.7      0.10999999940395355 24.94     0.10999999940395355 21.2      0.2800000011920929  1.570457941198127E-6  1.5907032467378278E-7 1.2023362572294716E-6 1.2178359813866816E-7 3.8373024884418587E-7 3.886770455261454E-8  1.2023362572294718E-5 3.0999461644341488E-6 ""                    ""                    1.2360220499499027E-6 1.8210269205490343E-7 ""                    ""                    ""                    ""                   
  Q1700-MD98   17:01:04.387 64:11:49.543 255.268279167 +64.19709528 2.738 24.54 0.16     0.7       0.1         1.82      0.46        2.94      0.54        22.62     0.1          22.94     0.22         99.99     99.99        99.99     99.99        9.82          0.26            0.36     436      15       10.47         0.27            0.07     6        227      50       25.240002 0.1599999964237213  27.060001 0.46000000834465027 21.6      0.5400000214576721  5.546587680401099E-7  8.171768038932159E-8  2.910888548141659E-7  4.2886018166898416E-8 5.445348750167556E-8  2.3065013540668567E-8 8.318137524649899E-6  4.136090646223585E-6  3.2510669507566845E-6 2.993616021364049E-7  2.4211741880745166E-6 4.904772730111686E-7  ""                    ""                    ""                    ""                   
  Q1700-BX928  17:01:19.623 64:14:25.911 255.331762500 +64.24053083 2.755 23.77 0.12     0.66      0.07        1.54      0.19        2.95      0.22        99.99     99.99        22.99     0.21         99.99     99.99        99.99     99.99        9.85          0.13            0.35     972      7        9.87          0.21            0.36     895      6        10       24.43     0.11999999731779099 25.970001 0.1899999976158142  20.82     0.2199999988079071  1.1272651111763838E-6 1.2455967800884474E-7 6.137989297547092E-7  6.782308464477724E-8  1.4860237847286254E-7 2.599857417637956E-8  1.7061859879155867E-5 3.456362019406048E-6  ""                    ""                    2.3122050238478145E-6 4.471114547403716E-7  ""                    ""                    ""                    ""                   
  Q1700-MD152  17:00:31.085 64:14:54.048 255.129520833 +64.24834667 2.791 23.43 0.11     0.86      0.05        1.92      0.29        2.92      0.15        99.99     99.99        21.62     0.1          99.99     99.99        21.65     0.11         10.28         0.06            0.41     2087     9        10.28         0.16            0.41     2087     9        const    24.29     0.10999999940395355 26.210001 0.28999999165534973 20.51     0.15000000596046448 1.5417932033259571E-6 1.5616689820154228E-7 6.982740179601401E-7  7.072757049669582E-8  1.1913129210274975E-7 3.181222257429876E-8  2.2700015689340634E-5 3.1353614076461624E-6 ""                    ""                    8.166310961534947E-6  7.519623465214054E-7  ""                    ""                    7.943765247575265E-6  8.046171017480903E-7 
  Q1700-BX529  17:00:44.618 64:10:19.001 255.185908333 +64.17194472 2.875 24.27 0.14     0.25      0.06        0.28      0.06        2.74      0.41        23.35     0.25         99.99     99.99        99.99     99.99        99.99     99.99        10.33         0.2             0.03     19       1139     10.28         0.24            0.01     15       640      500      24.52     0.14000000059604645 24.800001 0.14000000059604645 21.53     0.4099999964237213  7.112562010730221E-7  9.169048671654219E-8  5.649708826350328E-7  7.283234245456122E-8  4.365417560769515E-7  5.6276101391318934E-8 8.872090725907946E-6  3.3495001527561586E-6 1.6596866333662493E-6 3.8206414211930227E-7 ""                    ""                    ""                    ""                    ""                    ""                   
