# ID             RA            DEC          z      FLUX_U      FLUXERR_U   FLUX_G      FLUXERR_G   FLUX_R      FLUXERR_R   FLUX_J      FLUXERR_J   FLUX_Ks     FLUXERR_Ks  tau   Age  zHa    zabs   zLya   e_FHa   n_Name LHa F1500 L1500 WHa  n_WHa Mstar_SED     SFR_SED SFR_UV_CORR SFR_Ha_CORR ID__dup__2   zHa__dup__2 ID__dup__3   MAG_B_AB MAGERR_B_AB MAG_G_AB MAGERR_G_AB MAG_H_Vega MAGERR_H_Vega MAG_Ks_Vega MAGERR_Ks_Vega FLUX_B FLUXERR_B ID__dup__4  SFH    Age__dup__4 ehi_Age elo_Age A_V_MAG E_A_V_MAG Mstar            e_Mstar         Ref_Mstar             ehi_Mstar     elo_Mstar    MAG_V_AB ehi_MAG_V_AB elo_MAG_V_AB SFR   e_SFR Ref_SFR               ehi_SFR elo_SFR sSFR ehi_sSFR elo_sSFR ID__dup__5  MAG_F160W MAGERR_F160W FLUX_F160W            FLUXERR_F160W        
  Q1623-BX472    246.470291667 +26.77767500 2.1142 1.995262E-7 5.929663E-9 4.613176E-7 3.507761E-8 5.345644E-7 4.753681E-8 1.272425E-6 6.755571E-8 3.140955E-6 1.399883E-7 const 3000 2.1142 2.1144 ""     2.0E-18 ""     1.3 24.74 28.69 135  ""    3.2E10        11      13          17          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        3.2E10           ""              Erb+2006              ""            ""           ""       ""           ""           11.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1623-BX502    246.476583333 +26.73590278 2.1558 3.404082E-7 5.929663E-9 5.395106E-7 3.507761E-8 6.606934E-7 4.753681E-8 9.476153E-7 6.755571E-8 1.002448E-6 1.399883E-7 const 6    2.1558 2.1549 2.16   4.0E-18 ""     4.6 24.57 28.77 1536 m     4.0E8         72      37          79          Q1623-BX502  2.155       Q1623-BX502  99.99    99.99       24.45    0.03        99.99      99.99         22.03       0.28           ""     ""        Q1623-BX502 CSF    227         177     137     0.4     0.2       2.3E9            1.4E9           ForsterSchreiber+2009 1.4E9         1.0E9        -20.98   0.19         0.17         14.0  9.0   ForsterSchreiber+2009 9.0     1.0     6.0  8.0      2.5      ""          ""        ""           ""                    ""                   
  Q1623-BX511    246.483791667 +26.74571389 2.2421 6.668068E-8 5.929663E-9 1.753881E-7 3.507761E-8 2.58226E-7  4.753681E-8 ""          ""          1.273684E-6 1.399883E-7 const 571  2.2421 ""     ""     3.0E-18 ""     1.3 25.79 28.32 325  ""    8.0E9         13      15          23          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        8.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           13.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1623-BX513    246.482750000 +26.78063889 2.2473 7.655966E-7 5.929663E-9 1.432188E-6 3.507761E-8 1.819701E-6 4.753681E-8 2.358479E-6 6.755571E-8 5.408313E-6 1.399883E-7 const 454  2.2473 2.2469 2.2525 3.0E-18 ""     1.3 23.51 29.23 59   ""    2.09999995E10 46      53          17          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        2.09999995E10    ""              Erb+2006              ""            ""           ""       ""           ""           46.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1623-BX516    246.484458333 +26.73560833 2.4236 3.435579E-7 5.929663E-9 7.311391E-7 3.507761E-8 9.63829E-7  4.753681E-8 1.284198E-6 6.755571E-8 4.498438E-6 1.399883E-7 const 1800 2.4236 2.4217 ""     1.0E-17 ""     2.4 24.24 28.99 112  ""    5.1000001E10  28      32          33          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        5.1000001E10     ""              Erb+2006              ""            ""           ""       ""           ""           28.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1623-BX522    246.482333333 +26.74813333 2.4757 1.44544E-7  5.929663E-9 4.325138E-7 3.507761E-8 5.754399E-7 4.753681E-8 1.192977E-6 6.755571E-8 3.288984E-6 1.399883E-7 const 2600 2.4757 2.4742 ""     3.0E-18 ""     1.4 24.81 28.78 79   ""    6.2000001E10  24      28          21          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        6.2000001E10     ""              Erb+2006              ""            ""           ""       ""           ""           24.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1623-BX528    246.485166667 +26.83762222 2.2682 5.64937E-7  5.929663E-9 1.086426E-6 3.507761E-8 1.367729E-6 4.753681E-8 3.737938E-6 6.755571E-8 8.261555E-6 1.399883E-7 const 2750 2.2682 2.2683 ""     4.0E-18 ""     3.0 23.81 29.12 94   ""    1.21999999E11 44      55          46          Q1623-BX528  2.2682      Q1623-BX528  99.99    99.99       23.69    0.01        20.97      0.06          19.74       0.03           ""     ""        Q1623-BX528 CSF    2300        450     200     0.6     0.2       6.5400000512E10  1.1000000512E10 ForsterSchreiber+2009 1.10000005E10 5.8E9        -22.97   0.04         0.04         46.0  1.0   ForsterSchreiber+2009 1.0     1.0     0.7  0.1      0.1      Q1623-BX528 22.33     0.06         4.246452587188472E-6  2.346106349322022E-7 
  Q1623-BX543    246.490416667 +26.83571944 2.5211 5.701643E-7 5.929663E-9 1.380384E-6 3.507761E-8 2.070141E-6 4.753681E-8 2.80952E-6  6.755571E-8 3.990817E-6 1.399883E-7 const 8    2.5211 2.5196 ""     7.0E-18 ""     4.4 23.55 29.3  229  ""    4.0E9         528     336         98          Q1623-BX543  2.5211      Q1623-BX543  99.99    99.99       23.43    0.01        99.99      99.99         20.53       0.07           ""     ""        Q1623-BX543 CSF    81          21      9       0.8     0.2       9.400000512E9    2.0E9           ForsterSchreiber+2009 2.0E9         9.0E8        -22.72   0.08         0.04         150.0 5.0   ForsterSchreiber+2009 2.0     5.0     15.0 2.0      3.0      ""          ""        ""           ""                    ""                   
  Q1623-BX586    246.506333333 +26.76155000 2.1045 1.786488E-7 5.929663E-9 3.981072E-7 3.507761E-8 5.345644E-7 4.753681E-8 1.369721E-6 6.755571E-8 3.027344E-6 1.399883E-7 const 1434 2.1045 ""     ""     4.0E-18 ""     1.7 24.9  28.62 192  ""    2.49999995E10 17      20          27          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        2.49999995E10    ""              Erb+2006              ""            ""           ""       ""           ""           17.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1623-BX599    246.510583333 +26.75886111 2.3304 5.970353E-7 5.929663E-9 1.247384E-6 3.507761E-8 1.527566E-6 4.753681E-8 2.402327E-6 6.755571E-8 6.999416E-6 1.399883E-7 const 1900 2.3304 2.3289 2.3402 4.0E-18 ""     7.6 23.66 29.2  303  ""    6.7000001E10  35      42          98          Q1623-BX599  2.3304      Q1623-BX599  99.99    99.99       23.54    0.01        99.99      99.99         19.92       0.04           ""     ""        Q1623-BX599 CSF    2750        18      1141    0.4     0.2       5.6599998464E10  2.4E9           ForsterSchreiber+2009 7.0E8         2.4E9        -22.88   0.15         0.02         34.0  19.0  ForsterSchreiber+2009 19.0    1.0     0.6  0.4      0.1      ""          ""        ""           ""                    ""                   
  Q1623-BX663    246.519083333 +26.80005556 2.4333 2.511886E-7 5.929663E-9 6.426877E-7 3.507761E-8 8.016781E-7 4.753681E-8 1.529791E-6 6.755571E-8 7.06418E-6  1.399883E-7 1000  2000 2.4333 2.4296 2.4353 3.0E-18 l      3.8 24.38 28.94 112  ""    1.31999998E11 21      26          50          Q1623-BX663  2.4333      Q1623-BX663  99.99    99.99       24.26    0.02        21.43      0.1           19.91       0.04           ""     ""        Q1623-BX663 CSF    2300        200     200     0.8     0.2       6.5899999232E10  1.7999998976E10 ForsterSchreiber+2009 6.7000003E9   1.7999999E10 -22.78   0.05         0.19         46.0  15.0  ForsterSchreiber+2009 1.0     15.0    0.7  0.1      0.1      Q1623-BX663 22.79     0.1          2.779878935611343E-6  2.5597412311554023E-7
  Q1623-MD107    246.474458333 +26.75429444 2.5373 6.309573E-8 5.929663E-9 2.355049E-7 3.507761E-8 2.630268E-7 4.753681E-8 3.377785E-7 6.755571E-8 6.999416E-7 1.399883E-7 const 1015 2.5373 ""     ""     4.0E-18 ""     1.9 25.47 28.54 858  ""    4.0E9         4       5           20          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        4.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           4.0   ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1623-MD66     246.418291667 +26.83580000 2.1075 1.870682E-7 5.929663E-9 6.792036E-7 3.507761E-8 9.549926E-7 4.753681E-8 2.707896E-6 6.755571E-8 5.715599E-6 1.399883E-7 const 905  2.1075 2.1057 ""     3.0E-18 ""     6.5 24.32 28.86 482  ""    3.8999998E10  43      50          116         ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        3.8999998E10     ""              Erb+2006              ""            ""           ""       ""           ""           43.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-BX490    255.311791667 +64.16435833 2.396  7.870458E-7 5.929663E-9 1.836538E-6 3.507761E-8 2.558586E-6 4.753681E-8 3.772524E-6 6.755571E-8 6.623107E-6 1.399883E-7 const 10   2.396  2.3969 2.4043 6.0E-18 ""     8.0 23.24 29.39 310  ""    4.0E9         448     313         166         ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        4.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           448.0 ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-BX505    255.200916667 +64.16829444 2.3089 6.309573E-8 5.929663E-9 2.051162E-7 3.507761E-8 3.10456E-7  4.753681E-8 9.563835E-7 6.755571E-8 2.999589E-6 1.399883E-7 const 1800 2.3089 ""     ""     3.0E-18 ""     1.5 25.62 28.41 121  ""    3.5999998E10  20      27          29          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        3.5999998E10     ""              Erb+2006              ""            ""           ""       ""           ""           20.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-BX523    255.173791667 +64.17080000 2.4756 1.148154E-7 5.929663E-9 3.732502E-7 3.507761E-8 5.701643E-7 4.753681E-8 1.18204E-6  6.755571E-8 2.786518E-6 1.399883E-7 const 255  2.4756 ""     ""     5.0E-18 ""     2.3 24.97 28.72 171  ""    1.10000005E10 42      55          44          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.10000005E10    ""              Erb+2006              ""            ""           ""       ""           ""           42.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-BX530    255.153583333 +64.17149444 1.9429 9.549926E-7 5.929663E-9 1.803018E-6 3.507761E-8 2.187762E-6 4.753681E-8 5.353429E-6 6.755571E-8 7.06418E-6  1.399883E-7 50    203  1.9429 1.9411 ""     7.0E-18 ""     3.3 23.26 29.22 208  ""    1.7999999E10  6       19          33          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.7999999E10     ""              Erb+2006              ""            ""           ""       ""           ""           6.0   ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-BX536    255.287250000 +64.17359722 1.978  9.120108E-7 5.929663E-9 1.887991E-6 3.507761E-8 2.290868E-6 4.753681E-8 6.034372E-6 6.755571E-8 8.571598E-6 1.399883E-7 50    180  1.978  ""     ""     7.0E-18 ""     3.2 23.21 29.25 150  ""    2.8E10        15      40          40          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        2.8E10           ""              Erb+2006              ""            ""           ""       ""           ""           15.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-BX561    255.267416667 +64.17884167 2.4332 1.614359E-7 5.929663E-9 4.207266E-7 3.507761E-8 5.011872E-7 4.753681E-8 1.856231E-6 6.755571E-8 7.397105E-6 1.399883E-7 500   1609 2.4332 2.4277 ""     6.0E-18 ""     0.9 24.84 28.76 22   ""    1.15000001E11 10      16          11          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.15000001E11    ""              Erb+2006              ""            ""           ""       ""           ""           10.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-BX581    255.261375000 +64.18091667 2.4022 4.487454E-7 5.929663E-9 7.943282E-7 3.507761E-8 1.028016E-6 4.753681E-8 1.2492E-6   6.755571E-8 3.170018E-6 1.399883E-7 const 35   2.4022 2.3984 ""     7.0E-18 ""     1.8 24.15 29.02 124  ""    2.0E9         70      69          30          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        2.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           70.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-BX681    255.390666667 +64.20118889 1.7396 3.221069E-6 5.929663E-9 4.655861E-6 3.507761E-8 5.546257E-6 4.753681E-8 1.020075E-5 6.755571E-8 1.396567E-5 1.399883E-7 const 10   1.7396 1.7398 1.7467 2.0E-18 ""     1.3 22.23 29.54 52   ""    6.0E9         628     427         30          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        6.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           628.0 ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-BX691    255.275000000 +64.20285278 2.1895 1.191242E-7 5.929663E-9 2.187762E-7 3.507761E-8 2.679168E-7 4.753681E-8 1.543946E-6 6.755571E-8 3.508018E-6 1.399883E-7 1000  2750 2.1895 ""     ""     3.0E-18 ""     2.8 25.55 28.39 257  ""    7.6000002E10  5       6           36          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        7.6000002E10     ""              Erb+2006              ""            ""           ""       ""           ""           5.0   ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-BX717    255.237458333 +64.20660000 2.4353 2.108628E-7 5.929663E-9 3.698282E-7 3.507761E-8 4.446313E-7 4.753681E-8 6.864866E-7 6.755571E-8 1.150964E-6 1.399883E-7 const 509  2.4353 ""     2.4376 4.0E-18 ""     1.8 24.98 28.7  410  ""    4.0E9         8       10          20          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        4.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           8.0   ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-BX759    255.248125000 +64.21540278 2.4213 1.342765E-7 5.929663E-9 4.405549E-7 3.507761E-8 6.13762E-7  4.753681E-8 1.434274E-6 6.755571E-8 2.11379E-6  1.399883E-7 const 640  2.4213 ""     ""     5.0E-18 ""     0.6 24.79 28.77 57   ""    2.4E10        37      45          11          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        2.4E10           ""              Erb+2006              ""            ""           ""       ""           ""           37.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-BX794    255.197083333 +64.22186111 2.2473 5.597576E-7 5.929663E-9 9.549926E-7 3.507761E-8 1.318257E-6 4.753681E-8 2.68307E-6  6.755571E-8 4.027743E-6 1.399883E-7 const 454  2.2473 ""     ""     4.0E-18 ""     2.6 23.95 29.05 183  ""    1.10000005E10 25      31          34          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.10000005E10    ""              Erb+2006              ""            ""           ""       ""           ""           25.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-BX917    255.317125000 +64.23883333 2.3069 1.97697E-7  5.929663E-9 4.74242E-7  3.507761E-8 6.13762E-7  4.753681E-8 2.492482E-6 6.755571E-8 6.383543E-6 1.399883E-7 200   806  2.3069 2.3027 ""     5.0E-18 ""     3.0 24.71 28.77 117  ""    4.0E10        4       7           30          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        4.0E10           ""              Erb+2006              ""            ""           ""       ""           ""           4.0   ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-MD103    255.250875000 +64.19877222 2.3148 1.224616E-7 5.929663E-9 4.830588E-7 3.507761E-8 7.379042E-7 4.753681E-8 2.68307E-6  6.755571E-8 6.935245E-6 1.399883E-7 const 1015 2.3148 ""     ""     8.0E-18 ""     3.4 24.69 28.78 120  ""    6.5999999E10  65      90          76          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        6.5999999E10     ""              Erb+2006              ""            ""           ""       ""           ""           65.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-MD109    255.268666667 +64.20258056 2.2942 4.965923E-8 5.929663E-9 1.870682E-7 3.507761E-8 2.37684E-7  4.753681E-8 6.034372E-7 6.755571E-8 1.28547E-6  1.399883E-7 const 2200 2.2942 ""     ""     7.0E-18 ""     1.1 25.72 28.36 246  ""    1.69999995E10 8       10          17          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.69999995E10    ""              Erb+2006              ""            ""           ""       ""           ""           8.0   ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-MD154    255.409958333 +64.24926944 2.6291 1.629296E-7 5.929663E-9 9.462372E-7 3.507761E-8 1.853532E-6 4.753681E-8 3.052334E-6 6.755571E-8 8.811742E-6 1.399883E-7 const 128  2.6291 ""     ""     5.0E-18 l      2.3 23.96 29.17 40   ""    4.4000002E10  347     359         56          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        4.4000002E10     ""              Erb+2006              ""            ""           ""       ""           ""           347.0 ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-MD174    255.227250000 +64.27354444 2.3423 1.018591E-7 5.929663E-9 4.055085E-7 3.507761E-8 5.445027E-7 4.753681E-8 ""          ""          7.195513E-6 1.399883E-7 1000  2400 2.3423 ""     ""     1.4E-17 ""     3.8 24.88 28.71 125  ""    2.36000002E11 24      27          60          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        2.36000002E11    ""              Erb+2006              ""            ""           ""       ""           ""           24.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-MD69     255.198416667 +64.16243889 2.2883 7.44732E-8  5.929663E-9 2.964831E-7 3.507761E-8 4.168694E-7 4.753681E-8 1.344721E-6 6.755571E-8 6.26703E-6  1.399883E-7 2000  2750 2.2883 2.288  ""     9.0E-18 ""     3.0 25.22 28.56 122  ""    1.85999999E11 31      40          61          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.85999999E11    ""              Erb+2006              ""            ""           ""       ""           ""           31.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q1700-MD94     255.175083333 +64.19006111 2.3362 2.964831E-8 5.929663E-9 1.97697E-7  3.507761E-8 4.698941E-7 4.753681E-8 2.211221E-6 6.755571E-8 9.058614E-6 1.399883E-7 const 719  2.3362 ""     ""     3.0E-18 l      5.4 25.66 28.4  146  ""    1.53000002E11 213     253         219         ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.53000002E11    ""              Erb+2006              ""            ""           ""       ""           ""           213.0 ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BM133    356.567416667 +12.80258611 1.4774 2.805434E-6 5.929663E-9 3.34195E-6  3.507761E-8 3.34195E-6  4.753681E-8 5.304349E-6 6.755571E-8 4.140586E-6 1.399883E-7 const 143  1.4774 1.4769 ""     8.0E-18 ""     3.9 22.78 29.19 2245 ""    5.0E9         35      36          49          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        5.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           35.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BM181    356.612625000 +12.82212500 1.4951 3.076097E-7 5.929663E-9 4.017908E-7 3.507761E-8 4.487454E-7 4.753681E-8 ""          ""          ""          ""          ""    ""   1.4951 1.4952 ""     5.0E-18 ""     0.5 25.18 28.24 0    ""    ""            ""      5           6           ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        ""               ""              ""                    ""            ""           ""       ""           ""           ""    ""    ""                    ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX163    356.519916667 +12.76049444 2.1213 4.487454E-7 5.929663E-9 8.629785E-7 3.507761E-8 8.550667E-7 4.753681E-8 1.772687E-6 6.755571E-8 1.841034E-6 1.399883E-7 const 1434 2.1213 ""     ""     4.0E-18 ""     0.7 24.06 28.97 127  ""    1.29999995E10 9       12          7           ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.29999995E10    ""              Erb+2006              ""            ""           ""       ""           ""           9.0   ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX169    356.520958333 +12.76132500 2.2094 8.953648E-7 5.929663E-9 1.737801E-6 3.507761E-8 2.070141E-6 4.753681E-8 2.941928E-6 6.755571E-8 3.288984E-6 1.399883E-7 const 203  2.2094 2.2105 2.2173 3.0E-18 ""     1.7 23.3  29.3  152  ""    8.9999995E9   46      51          22          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        8.9999995E9      ""              Erb+2006              ""            ""           ""       ""           ""           46.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX182    356.575166667 +12.76419722 2.2879 6.08135E-7  5.929663E-9 1.018591E-6 3.507761E-8 1.158777E-6 4.753681E-8 1.515766E-6 6.755571E-8 1.503356E-6 1.399883E-7 const 180  2.2879 2.2857 2.2909 3.0E-18 ""     1.0 23.88 29.1  168  ""    4.0E9         23      26          11          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        4.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           23.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX236    356.577958333 +12.77110278 2.4348 3.221069E-7 5.929663E-9 6.194411E-7 3.507761E-8 7.046931E-7 4.753681E-8 1.11849E-6  6.755571E-8 2.075209E-6 1.399883E-7 const 1680 2.4348 2.4304 2.4372 6.0E-18 ""     1.4 24.42 28.93 150  ""    2.09999995E10 13      15          16          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        2.09999995E10    ""              Erb+2006              ""            ""           ""       ""           ""           13.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX336    356.623041667 +12.78465556 2.5439 2.37684E-7  5.929663E-9 6.854882E-7 3.507761E-8 9.908319E-7 4.753681E-8 1.474457E-6 6.755571E-8 3.140955E-6 1.399883E-7 const 321  2.5439 2.5448 2.5516 6.0E-18 ""     2.2 24.31 29.0  133  ""    1.90000005E10 58      66          38          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        1.90000005E10    ""              Erb+2006              ""            ""           ""       ""           ""           58.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX341    356.596833333 +12.78554722 2.5749 2.333458E-7 5.929663E-9 5.296634E-7 3.507761E-8 7.516229E-7 4.753681E-8 6.318763E-7 6.755571E-8 1.807431E-6 1.399883E-7 const 102  2.5749 2.5715 ""     6.0E-18 ""     2.1 24.59 28.9  231  ""    5.0E9         50      52          36          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        5.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           50.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX378    356.641250000 +12.79061111 2.0441 2.070141E-7 5.929663E-9 3.435579E-7 3.507761E-8 4.365158E-7 4.753681E-8 8.102743E-7 6.755571E-8 1.140412E-6 1.399883E-7 const 255  2.0441 ""     ""     1.0E-17 ""     1.4 25.06 28.54 606  ""    3.0E9         11      12          20          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        3.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           11.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
  Q2343-BX389    356.620416667 +12.79265278 2.1716 1.009253E-7 5.929663E-9 3.221069E-7 3.507761E-8 4.168694E-7 4.753681E-8 1.048654E-6 6.755571E-8 5.559833E-6 1.399883E-7 const 2750 2.1716 2.1722 ""     4.0E-18 ""     4.2 25.13 28.56 253  ""    6.0999999E10  22      30          80          Q2343-BX389  2.1716      Q2343-BX389  99.99    99.99       25.0     0.05        21.75      0.1           20.17       0.05           ""     ""        Q2343-BX389 CSF    2750        224     250     1.0     0.2       4.4000002048E10  3.1E9           ForsterSchreiber+2009 1.9E9         3.1E9        -22.01   0.05         0.08         26.0  2.0   ForsterSchreiber+2009 1.0     2.0     0.6  0.1      0.1      Q2343-BX389 23.11     0.1          2.070265308841972E-6  1.9063216755905425E-7
  Q2343-BX390    356.603000000 +12.79272222 2.2313 2.535129E-7 5.929663E-9 5.248075E-7 3.507761E-8 6.546362E-7 4.753681E-8 9.563835E-7 6.755571E-8 2.000146E-6 1.399883E-7 const 404  2.2313 2.229  ""     5.0E-18 ""     1.9 24.6  28.79 293  ""    7.0E9         17      20          26          ""           ""          ""           ""       ""          ""       ""          ""         ""            ""          ""             ""     ""        ""          ""     ""          ""      ""      ""      ""        7.0E9            ""              Erb+2006              ""            ""           ""       ""           ""           17.0  ""    Erb+2006              ""      ""      ""   ""       ""       ""          ""        ""           ""                    ""                   
